CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Panama,PAN,1964,1276274.0,43.784
Papua New Guinea,PNG,1964,2116832.0,5.069
Paraguay,PRY,1964,2114095.0,36.079
Peru,PER,1964,11281015.0,50.751999999999995
Philippines,PHL,1964,29962877.0,31.34
Poland,POL,1964,31139450.0,49.727
Portugal,PRT,1964,9035365.0,36.483000000000004
Puerto Rico,PRI,1964,2554066.0,50.126000000000005
Qatar,QAT,1964,67487.0,86.78
Romania,ROM,1964,18919126.0,36.989000000000004
Russian Federation,RUS,1964,125345000.0,57.294
Rwanda,RWA,1964,3161719.0,2.824
Samoa,WSM,1964,123354.0,19.221
San Marino,SMR,1964,17033.0,53.306999999999995
Sao Tome and Principe,STP,1964,64209.0,20.484
Saudi Arabia,SAU,1964,4677409.0,36.872
Senegal,SEN,1964,3547939.0,25.656999999999996
Seychelles,SYC,1964,46322.0,31.991
Sierra Leone,SLE,1964,2301023.0,19.712
Singapore,SGP,1964,1841600.0,100.0
Slovak Republic,SVK,1964,4327341.0,36.26
Slovenia,SVN,1964,1632114.0,31.631
Solomon Islands,SLB,1964,132787.0,6.9239999999999995
Somalia,SOM,1964,3002173.0,19.453
South Africa,ZAF,1964,19390554.0,47.13399999999999
South Sudan,SSD,1964,3196258.0,8.702
Spain,ESP,1964,31609195.0,60.298
Sri Lanka,LKA,1964,10903000.0,17.267
St. Kitts and Nevis,KNA,1964,49934.0,30.197
St. Lucia,LCA,1964,94813.0,22.416
St. Vincent and the Grenadines,VCT,1964,85076.0,27.781
Sudan,SDN,1964,8475765.0,12.808
Suriname,SUR,1964,322995.0,47.341
Swaziland,SWZ,1964,382575.0,5.876
Sweden,SWE,1964,7661354.0,76.153
Switzerland,CHE,1964,5789228.0,53.583
Syrian Arab Republic,SYR,1964,5224579.0,39.349000000000004
Tajikistan,TJK,1964,2401598.0,34.751
Tanzania,TZA,1964,11339076.0,5.865
Thailand,THA,1964,30881332.0,20.11
Timor-Leste,TMP,1964,536798.0,11.065999999999999
Togo,TGO,1964,1662072.0,13.847000000000001
Tonga,TON,1964,71757.0,19.098
Trinidad and Tobago,TTO,1964,903272.0,14.91
Tunisia,TUN,1964,4530835.0,39.279
Turkey,TUR,1964,30292969.0,33.68
Turkmenistan,TKM,1964,1829697.0,46.993
Turks and Caicos Islands,TCA,1964,5705.0,49.049
Tuvalu,TUV,1964,6687.0,18.183
Uganda,UGA,1964,7746181.0,5.273
Ukraine,UKR,1964,44794325.0,49.8
United Arab Emirates,ARE,1964,138220.0,76.919
United Kingdom,GBR,1964,54000000.0,77.96
United States,USA,1964,191889000.0,71.508
Uruguay,URY,1964,2665387.0,81.11399999999999
Uzbekistan,UZB,1964,9917202.0,35.025
Vanuatu,VUT,1964,72131.0,11.138
"Venezuela, RB",VEN,1964,9476255.0,66.009
Vietnam,VNM,1964,37574000.0,16.064
Virgin Islands (U.S.),VIR,1964,41300.0,61.952
"Yemen, Rep.",YEM,1964,5522690.0,10.614
Zambia,ZMB,1964,3449266.0,22.015
Zimbabwe,ZWE,1964,4279561.0,14.092
Arab World,ARB,1965,106192292.0,35.198506075393894
Caribbean small states,CSS,1965,4586896.0,32.8442647143079
Central Europe and the Baltics,CEB,1965,95447065.0,47.8803084429574
East Asia & Pacific (all income levels),EAS,1965,1136727872.0,24.589872112869106
East Asia & Pacific (developing only),EAP,1965,976409639.0,18.7474090387774
Euro area,EMU,1965,277856708.0,64.7470759963621
Europe & Central Asia (all income levels),ECS,1965,706643949.0,58.139960141788215
Europe & Central Asia (developing only),ECA,1965,169769768.0,41.553995570145396
European Union,EUU,1965,427592610.0,63.6042149130664
Fragile and conflict affected situations,FCS,1965,135445183.0,20.595632790180602
Heavily indebted poor countries (HIPC),HPC,1965,183294395.0,14.123599593877401
High income,HIC,1965,968445169.0,65.5516041580346
High income: nonOECD,NOC,1965,201980369.0,60.42766381814611
High income: OECD,OEC,1965,766464800.0,66.81727573263251
Latin America & Caribbean (all income levels),LCN,1965,253195267.0,53.2433113275144
Latin America & Caribbean (developing only),LAC,1965,205534363.0,49.133580914880895
Least developed countries: UN classification,LDC,1965,271723894.0,11.0134065282974
Low & middle income,LMY,1965,2357554897.0,23.3492130514564
Low income,LIC,1965,175683056.0,12.9843856837964
Lower middle income,LMC,1965,1056418410.0,21.1272860746903
Middle East & North Africa (all income levels),MEA,1965,121023167.0,38.895758659356495
Middle East & North Africa (developing only),MNA,1965,111779343.0,37.55339021519389
Middle income,MIC,1965,2181871841.0,24.184195484288306
North America,NAC,1965,214031100.0,71.9787176396327
OECD members,OED,1965,842088008.0,64.9876501531144
Other small states,OSS,1965,7279828.0,17.0745874729458
Pacific island small states,PSS,1965,1010026.0,24.241848368259802
Small states,SST,1965,12876750.0,23.2541738835498
South Asia,SAS,1965,636963781.0,17.6344227873358
Sub-Saharan Africa (all income levels),SSF,1965,257414930.0,16.264813344400803
Sub-Saharan Africa (developing only),SSA,1965,257098003.0,16.2509706139491
Upper middle income,UMC,1965,1125453431.0,27.050666846672
World,WLD,1965,3326000066.0,35.5271668511051
Afghanistan,AFG,1965,9935358.0,9.75
Albania,ALB,1965,1864791.0,31.23
Algeria,DZA,1965,12626953.0,37.643
American Samoa,ASM,1965,23518.0,68.334
Andorra,ADO,1965,18551.0,70.445
Angola,AGO,1965,5765025.0,12.504000000000001
Antigua and Barbuda,ATG,1965,59653.0,36.61
Argentina,ARG,1965,22283389.0,76.369
Armenia,ARM,1965,2204650.0,55.622
Aruba,ABW,1965,57360.0,50.7
Australia,AUS,1965,11388000.0,83.485
Austria,AUT,1965,7270889.0,65.01100000000001
Azerbaijan,AZE,1965,4579759.0,51.163999999999994
"Bahamas, The",BHS,1965,140049.0,63.343
Bahrain,BHR,1965,187348.0,82.5
Bangladesh,BGD,1965,55835020.0,6.211
Barbados,BRB,1965,235373.0,37.141
Belarus,BLR,1965,8610000.0,38.126999999999995
Belgium,BEL,1965,9463667.0,93.137
Belize,BLZ,1965,106121.0,52.481
Benin,BEN,1965,2632360.0,12.519
Bermuda,BMU,1965,50100.0,100.0
Bhutan,BTN,1965,252629.0,4.687
Bolivia,BOL,1965,4070590.0,38.257
Bosnia and Herzegovina,BIH,1965,3524596.0,22.816999999999997
Botswana,BWA,1965,595741.0,3.839
Brazil,BRA,1965,84130061.0,51.037
Brunei Darussalam,BRN,1965,102525.0,52.625
Bulgaria,BGR,1965,8204168.0,45.755
Burkina Faso,BFA,1965,5174869.0,5.1979999999999995
Burundi,BDI,1965,3079034.0,2.294
Cabo Verde,CPV,1965,231427.0,18.073
Cambodia,KHM,1965,6467196.0,10.83
Cameroon,CMR,1965,5987671.0,16.88
Canada,CAN,1965,19678000.0,72.892
Cayman Islands,CYM,1965,8371.0,100.0
Central African Republic,CAF,1965,1648830.0,23.519000000000002
Chad,TCD,1965,3310921.0,8.406
Channel Islands,CHI,1965,114992.0,37.385
Chile,CHL,1965,8612074.0,71.696
China,CHN,1965,715185000.0,18.086
Colombia,COL,1965,19144220.0,51.022
Comoros,COM,1965,205412.0,16.977999999999998
"Congo, Dem. Rep.",ZAR,1965,17369859.0,23.434
"Congo, Rep.",COG,1965,1157905.0,35.273
Costa Rica,CRI,1965,1589625.0,35.791
Cote d'Ivoire,CIV,1965,4219739.0,24.5
Croatia,HRV,1965,4287000.0,34.977
Cuba,CUB,1965,7951928.0,59.336999999999996
Curacao,CUW,1965,135266.0,76.631
Cyprus,CYP,1965,580971.0,38.188
Czech Republic,CZE,1965,9779358.0,62.016000000000005
Denmark,DNK,1965,4759012.0,77.048
Djibouti,DJI,1965,114963.0,56.108999999999995
Dominica,DMA,1965,65038.0,38.18
Dominican Republic,DOM,1965,3878952.0,35.039
Ecuador,ECU,1965,5250120.0,36.64
"Egypt, Arab Rep.",EGY,1965,30872982.0,39.686
El Salvador,SLV,1965,3197865.0,38.909
Equatorial Guinea,GNQ,1965,269427.0,26.502
Eritrea,ERI,1965,1589187.0,11.383
Estonia,EST,1965,1294566.0,61.348
Ethiopia,ETH,1965,25013551.0,7.587000000000001
Faeroe Islands,FRO,1965,36363.0,25.553
Fiji,FJI,1965,463884.0,32.582
Finland,FIN,1965,4563732.0,59.658
France,FRA,1965,50023774.0,67.071
French Polynesia,PYF,1965,93440.0,48.178000000000004
Gabon,GAB,1965,532512.0,23.775
"Gambia, The",GMB,1965,400865.0,14.533
Georgia,GEO,1965,3921600.0,45.534
Germany,DEU,1965,75963695.0,71.955
Ghana,GHA,1965,7710547.0,26.066999999999997
Greece,GRC,1965,8550333.0,59.968999999999994
Greenland,GRL,1965,39200.0,66.05
Grenada,GRD,1965,94579.0,31.274
Guam,GUM,1965,74827.0,55.548
Guatemala,GTM,1965,4728203.0,33.989000000000004
Guinea,GIN,1965,3877804.0,12.978
Guinea-Bissau,GNB,1965,652566.0,14.349
Guyana,GUY,1965,650379.0,29.209
Haiti,HTI,1965,4271133.0,17.58
Honduras,HND,1965,2352637.0,25.704
"Hong Kong SAR, China",HKG,1965,3597900.0,86.42200000000001
Hungary,HUN,1965,10147935.0,58.022
Iceland,ISL,1965,192286.0,82.72
India,IND,1965,497920270.0,18.785
Indonesia,IDN,1965,100308896.0,15.789000000000001
"Iran, Islamic Rep.",IRN,1965,24955116.0,37.068000000000005
Iraq,IRQ,1965,8375791.0,50.651
Ireland,IRL,1965,2877300.0,48.708999999999996
Isle of Man,IMY,1965,50713.0,56.305
Israel,ISR,1965,2563000.0,80.94
Italy,ITA,1965,52112350.0,61.843
Jamaica,JAM,1965,1760000.0,37.499
Japan,JPN,1965,98883000.0,67.866
Jordan,JOR,1965,1128000.0,54.262
Kazakhstan,KAZ,1965,11588870.0,47.047
Kenya,KEN,1965,9504702.0,8.605
Kiribati,KIR,1965,46455.0,19.625
"Korea, Dem. Rep.",PRK,1965,12547524.0,45.091
"Korea, Rep.",KOR,1965,28704674.0,32.351
Kuwait,KWT,1965,482173.0,79.273
Kyrgyz Republic,KGZ,1965,2573300.0,35.851
Lao PDR,LAO,1965,2381063.0,8.323
Latvia,LVA,1965,2265919.0,56.832
Lebanon,LBN,1965,2092354.0,50.935
Lesotho,LSO,1965,933251.0,6.3660000000000005
Liberia,LBR,1965,1252968.0,22.108
Libya,LBY,1965,1717255.0,33.666
Liechtenstein,LIE,1965,18647.0,19.471
Lithuania,LTU,1965,2971450.0,44.45
Luxembourg,LUX,1965,331500.0,71.958
"Macao SAR, China",MAC,1965,206910.0,96.177
"Macedonia, FYR",MKD,1965,1592434.0,40.355
Madagascar,MDG,1965,5769219.0,12.379000000000001
Malawi,MWI,1965,4058680.0,4.908
Malaysia,MYS,1965,9569784.0,29.913
Maldives,MDV,1965,102723.0,11.458
Mali,MLI,1965,5568485.0,12.607999999999999
Malta,MLT,1965,318800.0,89.825
Marshall Islands,MHL,1965,17283.0,42.663000000000004
Mauritania,MRT,1965,992368.0,10.09
Mauritius,MUS,1965,753000.0,36.999
Mexico,MEX,1965,44623041.0,54.931000000000004
"Micronesia, Fed. Sts.",FSM,1965,52238.0,23.537
Moldova,MDA,1965,2825000.0,27.566
Monaco,MCO,1965,23283.0,100.0
Mongolia,MNG,1965,1107125.0,42.114
Montenegro,MNE,1965,501768.0,22.566
Morocco,MAR,1965,14248426.0,31.862
Mozambique,MOZ,1965,8302736.0,5.771
Myanmar,MMR,1965,24023640.0,20.971
Namibia,NAM,1965,682553.0,20.035
Nepal,NPL,1965,10905006.0,3.737
Netherlands,NLD,1965,12294732.0,60.753
New Caledonia,NCL,1965,90500.0,44.646
New Zealand,NZL,1965,2628400.0,78.891
Nicaragua,NIC,1965,2062633.0,42.707
Niger,NER,1965,3921581.0,6.809
Nigeria,NGA,1965,50238569.0,16.551
Northern Mariana Islands,MNP,1965,11157.0,58.75899999999999
Norway,NOR,1965,3723168.0,57.568000000000005
Oman,OMN,1965,625007.0,22.338
Pakistan,PAK,1965,50848775.0,23.511
Palau,PLW,1965,10782.0,58.276
Panama,PAN,1965,1314627.0,44.431000000000004
Papua New Guinea,PNG,1965,2161103.0,5.47
Paraguay,PRY,1965,2170853.0,36.243
Peru,PER,1965,11607684.0,51.868
Philippines,PHL,1965,30913931.0,31.604
Poland,POL,1965,31444950.0,50.126000000000005
Portugal,PRT,1965,8998595.0,36.866
Puerto Rico,PRI,1965,2594000.0,51.523999999999994
Qatar,QAT,1965,73543.0,87.054
Romania,ROM,1965,19031576.0,37.696999999999996
Russian Federation,RUS,1965,126745000.0,58.173
Rwanda,RWA,1965,3232937.0,2.8819999999999997
Samoa,WSM,1965,127068.0,19.301
San Marino,SMR,1965,17440.0,54.402
Sao Tome and Principe,STP,1965,64797.0,21.833000000000002
Saudi Arabia,SAU,1965,4843635.0,38.769
Senegal,SEN,1965,3649308.0,26.351
Seychelles,SYC,1965,47500.0,33.123000000000005
Sierra Leone,SLE,1965,2332999.0,20.379
Singapore,SGP,1965,1886900.0,100.0
Slovak Republic,SVK,1965,4370983.0,37.043
Slovenia,SVN,1965,1649160.0,32.497
Solomon Islands,SLB,1965,136847.0,7.245
Somalia,SOM,1965,3069558.0,19.964000000000002
South Africa,ZAF,1965,19832000.0,47.248000000000005
South Sudan,SSD,1965,3263767.0,8.69
Spain,ESP,1965,31954292.0,61.278
Sri Lanka,LKA,1965,11164000.0,17.625999999999998
St. Kitts and Nevis,KNA,1965,49211.0,30.855
St. Lucia,LCA,1965,96303.0,22.66
St. Vincent and the Grenadines,VCT,1965,85972.0,28.252
Sudan,SDN,1965,8738703.0,13.373
Suriname,SUR,1965,331799.0,47.108999999999995
Swaziland,SWZ,1965,391659.0,6.494
Sweden,SWE,1965,7733853.0,77.056
Switzerland,CHE,1965,5856472.0,54.217
Syrian Arab Republic,SYR,1965,5398333.0,40.006
Tajikistan,TJK,1965,2489648.0,35.152
Tanzania,TZA,1965,11683511.0,6.03
Thailand,THA,1965,31822798.0,20.221
Timor-Leste,TMP,1965,547035.0,11.353
Togo,TGO,1965,1708632.0,14.95
Tonga,TON,1965,74363.0,19.499000000000002
Trinidad and Tobago,TTO,1965,912419.0,14.347000000000001
Tunisia,TUN,1965,4630000.0,39.724000000000004
Turkey,TUR,1965,31000167.0,34.227
Turkmenistan,TKM,1965,1890000.0,47.138999999999996
Turks and Caicos Islands,TCA,1965,5669.0,49.391999999999996
Tuvalu,TUV,1965,6819.0,18.793
Uganda,UGA,1965,8014376.0,5.5089999999999995
Ukraine,UKR,1965,45261939.0,50.648999999999994
United Arab Emirates,ARE,1965,150318.0,77.723
United Kingdom,GBR,1965,54348050.0,77.821
United States,USA,1965,194303000.0,71.87899999999999
Uruguay,URY,1965,2694535.0,81.328
Uzbekistan,UZB,1965,10233502.0,35.289
Vanuatu,VUT,1965,74287.0,11.329
"Venezuela, RB",VEN,1965,9824694.0,67.02199999999999
Vietnam,VNM,1965,38341000.0,16.421
Virgin Islands (U.S.),VIR,1965,44000.0,63.278999999999996
"Yemen, Rep.",YEM,1965,5619170.0,11.026
Zambia,ZMB,1965,3559687.0,23.372
Zimbabwe,ZWE,1965,4422132.0,14.62
Arab World,ARB,1966,109200085.0,35.9921468118912
Caribbean small states,CSS,1966,4653340.0,33.1214907328929
Central Europe and the Baltics,CEB,1966,96148635.0,48.5050971917594
East Asia & Pacific (all income levels),EAS,1966,1166335496.0,24.5822213567771
East Asia & Pacific (developing only),EAP,1966,1003576772.0,18.7075778469522
Euro area,EMU,1966,280147497.0,65.30053351468989
Europe & Central Asia (all income levels),ECS,1966,713300925.0,58.7057406026054
Europe & Central Asia (developing only),ECA,1966,172561422.0,42.2742954023525
European Union,EUU,1966,430868375.0,64.08262134956179
Fragile and conflict affected situations,FCS,1966,138912443.0,21.1593194039048
Heavily indebted poor countries (HIPC),HPC,1966,187962262.0,14.526346390356801
High income,HIC,1966,978656256.0,66.1250945886993
High income: nonOECD,NOC,1966,204307185.0,61.2869402236813
High income: OECD,OEC,1966,774349071.0,67.3201107722605
Latin America & Caribbean (all income levels),LCN,1966,259965218.0,54.004857185483395
Latin America & Caribbean (developing only),LAC,1966,211358350.0,49.9527901753397
Least developed countries: UN classification,LDC,1966,278755774.0,11.3298497890917
Low & middle income,LMY,1966,2417141237.0,23.576123927547307
Low income,LIC,1966,179916918.0,13.325150954925801
Lower middle income,LMC,1966,1081099176.0,21.399578261296305
Middle East & North Africa (all income levels),MEA,1966,124380163.0,39.6808648050654
Middle East & North Africa (developing only),MNA,1966,114812171.0,38.2773853981213
Middle income,MIC,1966,2237224319.0,24.400911886245304
North America,NAC,1966,216659000.0,72.38261570486341
OECD members,OED,1966,852078296.0,65.4909346492145
Other small states,OSS,1966,7439301.0,17.750964437787896
Pacific island small states,PSS,1966,1038622.0,24.6803665164035
Small states,SST,1966,13131263.0,23.7459181810615
South Asia,SAS,1966,651325994.0,17.8315692529999
Sub-Saharan Africa (all income levels),SSF,1966,263830697.0,16.6026145689256
Sub-Saharan Africa (developing only),SSA,1966,263506528.0,16.5889052277255
Upper middle income,UMC,1966,1156125143.0,27.2046047679979
World,WLD,1966,3395797493.0,35.72576414327
Afghanistan,AFG,1966,10148841.0,10.085
Albania,ALB,1966,1914573.0,31.302
Algeria,DZA,1966,12980269.0,38.84
American Samoa,ASM,1966,24320.0,68.75
Andorra,ADO,1966,19646.0,72.593
Angola,AGO,1966,5863568.0,12.965
Antigua and Barbuda,ATG,1966,60818.0,36.012
Argentina,ARG,1966,22608747.0,76.888
Armenia,ARM,1966,2269475.0,56.483000000000004
Aruba,ABW,1966,57712.0,50.685
Australia,AUS,1966,11651000.0,83.855
Austria,AUT,1966,7322066.0,65.061
Azerbaijan,AZE,1966,4708485.0,50.864
"Bahamas, The",BHS,1966,146364.0,64.04
Bahrain,BHR,1966,191782.0,82.76100000000001
Bangladesh,BGD,1966,57675529.0,6.4670000000000005
Barbados,BRB,1966,236043.0,37.214
Belarus,BLR,1966,8696496.0,39.269
Belgium,BEL,1966,9527807.0,93.28399999999999
Belize,BLZ,1966,109344.0,52.17
Benin,BEN,1966,2681382.0,13.275
Bermuda,BMU,1966,51000.0,100.0
Bhutan,BTN,1966,259270.0,4.94
Bolivia,BOL,1966,4152665.0,38.559
Bosnia and Herzegovina,BIH,1966,3574972.0,23.651999999999997
Botswana,BWA,1966,612950.0,4.437
Brazil,BRA,1966,86494987.0,52.016000000000005
Brunei Darussalam,BRN,1966,107450.0,54.468999999999994
Bulgaria,BGR,1966,8258057.0,47.233000000000004
Burkina Faso,BFA,1966,5256363.0,5.303
Burundi,BDI,1966,3153879.0,2.395
Cabo Verde,CPV,1966,239765.0,18.363
Cambodia,KHM,1966,6588993.0,11.0
Cameroon,CMR,1966,6130990.0,17.525
Canada,CAN,1966,20048000.0,73.642
Cayman Islands,CYM,1966,8442.0,100.0
Central African Republic,CAF,1966,1682874.0,24.252
Chad,TCD,1966,3373563.0,8.968
Channel Islands,CHI,1966,116226.0,37.124
Chile,CHL,1966,8802926.0,72.42699999999999
China,CHN,1966,735400000.0,17.915
Colombia,COL,1966,19721464.0,51.784
Comoros,COM,1966,209536.0,18.0
"Congo, Dem. Rep.",ZAR,1966,17861860.0,23.666
"Congo, Rep.",COG,1966,1190361.0,36.031
Costa Rica,CRI,1966,1642189.0,36.39
Cote d'Ivoire,CIV,1966,4400054.0,25.206
Croatia,HRV,1966,4313000.0,35.997
Cuba,CUB,1966,8110428.0,59.523
Curacao,CUW,1966,136682.0,77.003
Cyprus,CYP,1966,585311.0,38.698
Czech Republic,CZE,1966,9821040.0,62.498000000000005
Denmark,DNK,1966,4797381.0,77.619
Djibouti,DJI,1966,122868.0,57.26
Dominica,DMA,1966,66305.0,38.247
Dominican Republic,DOM,1966,4001377.0,36.048
Ecuador,ECU,1966,5405692.0,37.162
"Egypt, Arab Rep.",EGY,1966,31660914.0,40.042
El Salvador,SLV,1966,3290397.0,39.007
Equatorial Guinea,GNQ,1966,275470.0,26.592
Eritrea,ERI,1966,1629333.0,11.737
Estonia,EST,1966,1308597.0,62.097
Ethiopia,ETH,1966,25641176.0,7.84
Faeroe Islands,FRO,1966,36804.0,26.328000000000003
Fiji,FJI,1966,476329.0,33.18
Finland,FIN,1966,4580869.0,60.48
France,FRA,1966,50508717.0,68.225
French Polynesia,PYF,1966,96730.0,49.578
Gabon,GAB,1966,542562.0,25.296999999999997
"Gambia, The",GMB,1966,408182.0,15.433
Georgia,GEO,1966,3966700.0,46.03
Germany,DEU,1966,76600311.0,72.01899999999999
Ghana,GHA,1966,7890992.0,26.656
Greece,GRC,1966,8613651.0,60.833
Greenland,GRL,1966,40500.0,67.491
Grenada,GRD,1966,94878.0,31.465
Guam,GUM,1966,76611.0,56.617
Guatemala,GTM,1966,4858880.0,34.298
Guinea,GIN,1966,3948206.0,13.537
Guinea-Bissau,GNB,1966,662597.0,14.503
Guyana,GUY,1966,662332.0,29.249000000000002
Haiti,HTI,1966,4357482.0,18.000999999999998
Honduras,HND,1966,2420234.0,26.325
"Hong Kong SAR, China",HKG,1966,3629900.0,86.69200000000001
Hungary,HUN,1966,10178653.0,58.441
Iceland,ISL,1966,195570.0,83.175
India,IND,1966,508402908.0,18.977
Indonesia,IDN,1966,103067352.0,16.039
"Iran, Islamic Rep.",IRN,1966,25624650.0,37.751999999999995
Iraq,IRQ,1966,8651167.0,51.868
Ireland,IRL,1966,2888800.0,49.323
Isle of Man,IMY,1966,51776.0,56.47
Israel,ISR,1966,2629000.0,81.63
Italy,ITA,1966,52519000.0,62.333999999999996
Jamaica,JAM,1966,1783125.0,38.265
Japan,JPN,1966,99790000.0,68.704
Jordan,JOR,1966,1200290.0,54.61
Kazakhstan,KAZ,1966,11872939.0,47.696000000000005
Kenya,KEN,1966,9822505.0,8.902000000000001
Kiribati,KIR,1966,47461.0,20.351
"Korea, Dem. Rep.",PRK,1966,12864683.0,46.083999999999996
"Korea, Rep.",KOR,1966,29435571.0,33.347
Kuwait,KWT,1966,533521.0,80.71600000000001
Kyrgyz Republic,KGZ,1966,2655300.0,36.19
Lao PDR,LAO,1966,2437527.0,8.4
Latvia,LVA,1966,2283217.0,57.617
Lebanon,LBN,1966,2136640.0,52.663999999999994
Lesotho,LSO,1966,951736.0,7.065
Liberia,LBR,1966,1283304.0,22.855999999999998
Libya,LBY,1966,1787080.0,36.698
Liechtenstein,LIE,1966,19156.0,19.264
Lithuania,LTU,1966,3008050.0,45.465
Luxembourg,LUX,1966,333895.0,72.452
"Macao SAR, China",MAC,1966,216873.0,96.365
"Macedonia, FYR",MKD,1966,1617797.0,41.68
Madagascar,MDG,1966,5918060.0,12.747
Malawi,MWI,1966,4158132.0,5.018
Malaysia,MYS,1966,9844116.0,30.604
Maldives,MDV,1966,105145.0,11.392999999999999
Mali,MLI,1966,5635859.0,12.937999999999999
Malta,MLT,1966,315200.0,89.764
Marshall Islands,MHL,1966,17840.0,44.126000000000005
Mauritania,MRT,1966,1021880.0,10.874
Mauritius,MUS,1966,768813.0,37.986999999999995
Mexico,MEX,1966,46010959.0,55.761
"Micronesia, Fed. Sts.",FSM,1966,54201.0,23.788
Moldova,MDA,1966,2873000.0,28.447
Monaco,MCO,1966,23304.0,100.0
Mongolia,MNG,1966,1139960.0,42.647
Montenegro,MNE,1966,506788.0,23.383000000000003
Morocco,MAR,1966,14617077.0,32.376999999999995
Mozambique,MOZ,1966,8482373.0,5.996
Myanmar,MMR,1966,24606863.0,21.334
Namibia,NAM,1966,700316.0,20.477999999999998
Nepal,NPL,1966,11100672.0,3.78
Netherlands,NLD,1966,12456251.0,60.93600000000001
New Caledonia,NCL,1966,93500.0,46.141999999999996
New Zealand,NZL,1966,2675900.0,79.421
Nicaragua,NIC,1966,2125233.0,43.565
Niger,NER,1966,4032210.0,7.1
Nigeria,NGA,1966,51336375.0,16.788
Northern Mariana Islands,MNP,1966,11489.0,60.231
Norway,NOR,1966,3753012.0,59.178999999999995
Oman,OMN,1966,642005.0,23.694000000000003
Pakistan,PAK,1966,52194629.0,23.769000000000002
Palau,PLW,1966,10945.0,58.565
Panama,PAN,1966,1353805.0,45.08
Papua New Guinea,PNG,1966,2208422.0,5.902
Paraguay,PRY,1966,2229373.0,36.407
Peru,PER,1966,11941327.0,52.983000000000004
Philippines,PHL,1966,31867565.0,31.869
Poland,POL,1966,31681000.0,50.526
Portugal,PRT,1966,8930990.0,37.25
Puerto Rico,PRI,1966,2624995.0,52.92100000000001
Qatar,QAT,1966,79735.0,87.323
Romania,ROM,1966,19215450.0,38.345
Russian Federation,RUS,1966,127468000.0,59.048
Rwanda,RWA,1966,3319077.0,2.9419999999999997
Samoa,WSM,1966,130687.0,19.382
San Marino,SMR,1966,17839.0,55.494
Sao Tome and Principe,STP,1966,66057.0,23.247
Saudi Arabia,SAU,1966,5015672.0,40.702
Senegal,SEN,1966,3754268.0,27.057
Seychelles,SYC,1966,48699.0,34.277
Sierra Leone,SLE,1966,2365801.0,21.064
Singapore,SGP,1966,1934400.0,100.0
Slovak Republic,SVK,1966,4411666.0,37.833
Slovenia,SVN,1966,1669905.0,33.376
Solomon Islands,SLB,1966,141027.0,7.579
Somalia,SOM,1966,3144244.0,20.487
South Africa,ZAF,1966,20268594.0,47.361999999999995
South Sudan,SSD,1966,3334254.0,8.679
Spain,ESP,1966,32283194.0,62.251000000000005
Sri Lanka,LKA,1966,11439000.0,17.992
St. Kitts and Nevis,KNA,1966,48355.0,31.521
St. Lucia,LCA,1966,97877.0,22.905
St. Vincent and the Grenadines,VCT,1966,86860.0,28.729
Sudan,SDN,1966,9013112.0,13.959000000000001
Suriname,SUR,1966,341137.0,46.876999999999995
Swaziland,SWZ,1966,401295.0,7.157
Sweden,SWE,1966,7807797.0,77.914
Switzerland,CHE,1966,5918002.0,54.851000000000006
Syrian Arab Republic,SYR,1966,5579283.0,40.667
Tajikistan,TJK,1966,2575335.0,35.555
Tanzania,TZA,1966,12038886.0,6.199
Thailand,THA,1966,32789097.0,20.332
Timor-Leste,TMP,1966,557252.0,11.645999999999999
Togo,TGO,1966,1774029.0,16.125
Tonga,TON,1966,76787.0,19.908
Trinidad and Tobago,TTO,1966,919902.0,13.800999999999998
Tunisia,TUN,1966,4731395.0,40.23
Turkey,TUR,1966,31718266.0,34.949
Turkmenistan,TKM,1966,1949425.0,47.284
Turks and Caicos Islands,TCA,1966,5629.0,49.733999999999995
Tuvalu,TUV,1966,6935.0,19.419
Uganda,UGA,1966,8292747.0,5.757000000000001
Ukraine,UKR,1966,45682314.0,51.498999999999995
United Arab Emirates,ARE,1966,161077.0,78.508
United Kingdom,GBR,1966,54648500.0,77.682
United States,USA,1966,196560000.0,72.247
Uruguay,URY,1966,2722874.0,81.539
Uzbekistan,UZB,1966,10559050.0,35.554
Vanuatu,VUT,1966,76410.0,11.522
"Venezuela, RB",VEN,1966,10175143.0,68.02199999999999
Vietnam,VNM,1966,39142000.0,16.784000000000002
Virgin Islands (U.S.),VIR,1966,47300.0,64.587
"Yemen, Rep.",YEM,1966,5720538.0,11.450999999999999
Zambia,ZMB,1966,3674088.0,24.789
Zimbabwe,ZWE,1966,4568320.0,15.165
Arab World,ARB,1967,112300575.0,36.67202551623621
Caribbean small states,CSS,1967,4713767.0,33.4090321426579
Central Europe and the Baltics,CEB,1967,97043587.0,49.0677671358541
East Asia & Pacific (all income levels),EAS,1967,1195006826.0,24.626391446177696
East Asia & Pacific (developing only),EAP,1967,1029875983.0,18.7075641811447
Euro area,EMU,1967,282114541.0,65.8386829663239
Europe & Central Asia (all income levels),ECS,1967,719751897.0,59.2546291381679
Europe & Central Asia (developing only),ECA,1967,175403689.0,42.975277449944
European Union,EUU,1967,434001552.0,64.52730801216121
Fragile and conflict affected situations,FCS,1967,142545273.0,21.7233662757655
Heavily indebted poor countries (HIPC),HPC,1967,192806249.0,14.941705680659801
